Aviso,Fecha de aviso,Descripción,Orden,Grupo planif.,Clase de aviso,Status sistema,Fecha de cierre,Ce.emplazam.,Descripción.1,Duración parada
100004286,30/08/2025,Turnero malo,,Electromecanico,Correctivo,METR,,C250,Electrodomesticos menores,0.0
100004293,30/08/2025,arreglo de aire,60002995.0,Frigoristas,Correctivo,MECE ORAS,04/09/2025,C320,Aire acondicionado central,0.0
100004302,01/09/2025,toma criente,60003016.0,Electromecanico,Correctivo,MECE ORAS,09/09/2025,C100,,0.0
100004303,01/09/2025,Sierra la hoja esta chocando con la guia,,Electromecanico,Correctivo,MECE,04/09/2025,C190,Sierra sin fin,0.0
100004306,01/09/2025,la hoja de la sierra choca con la guia,60003066.0,Electromecanico,Correctivo,MECE ORAS,02/09/2025,C190,Sierra sin fin,0.0
100004324,01/09/2025,cambio de suiche,60003072.0,Electromecanico,Correctivo,MECE ORAS,08/09/2025,C320,,0.0
100004326,01/09/2025,cambio de jaboneras,60003248.0,Infraestructura,Correctivo,MECE ORAS,09/09/2025,C410,,0.0
100004335,02/09/2025,DAÑO REJA ENRROLLABLES,,Infraestructura,Correctivo,MEAB,,C310,,0.0
100004336,02/09/2025,vitrina numero 2,60003085.0,Frigoristas,Correctivo,MECE ORAS,03/09/2025,C140,Vitrina refrigeracion N°02,2.0
100004339,02/09/2025,Ducha Apartamento,60003064.0,Electromecanico,Correctivo,MECE ORAS,08/09/2025,A140,,0.0
100004341,02/09/2025,Arreglo puerta Apartamento,60003074.0,Infraestructura,Correctivo,MECE ORAS,03/09/2025,C230,,0.0
100004351,02/09/2025,PV Palmira_Palmi_Caja1,,Electromecanico,Correctivo,MEAB,,C390,CAM PV-PALM_Caja1,0.0
100004352,02/09/2025,Turneros e Iluminacion malos,60003076.0,Electromecanico,Correctivo,MECE ORAS,08/09/2025,C200,Electrodomesticos menores,0.0
100004364,02/09/2025,se daña regulador de gas de parilla,60003101.0,Electromecanico,Correctivo,MECE ORAS,08/09/2025,C120,Plancha N°01,0.0
100004371,03/09/2025,Piso con mucha agua,,Infraestructura,Correctivo,MEAB,,C280,,0.0
100004373,03/09/2025,Limpieza Terraza pv,60003228.0,Infraestructura,Correctivo,MECE ORAS,09/09/2025,C220,,0.0
100004374,03/09/2025,Limpieza Ventiladores,60003229.0,Electromecanico,Correctivo,MECE ORAS,09/09/2025,C220,Electrodomesticos menores,0.0
100004375,03/09/2025,Lamparas PV,60003102.0,Electromecanico,Correctivo,MECE ORAS,08/09/2025,C240,,0.0
100004380,03/09/2025,Prestamo personal a Ingenieria,60003106.0,Electromecanico,Correctivo,METR ORAS,,A400,,0.0
100004387,03/09/2025,COLUMNA SUPERBOARD,60003230.0,Infraestructura,Correctivo,METR ORAS,,C210,,0.0
100004390,03/09/2025,boton de encendido de molino malo,60003139.0,Electromecanico,Correctivo,MECE ORAS,04/09/2025,C170,Molino,0.0
100004399,04/09/2025,cambio sifon apartamento,60003127.0,Infraestructura,Correctivo,MECE ORAS,09/09/2025,A190,,0.0
100004418,04/09/2025,Suspension electrica,60003133.0,Electromecanico,Correctivo,METR ORAS,,C200,,0.0
100004419,04/09/2025,baños votan agua por la tasa,,Infraestructura,Correctivo,MECE,08/09/2025,C460,,0.0
100004420,04/09/2025,Poco fluido agua potable,,Infraestructura,Correctivo,MEAB,,C300,,0.0
100004427,04/09/2025,PUERTA SALA DE PROCESOS,60003138.0,Infraestructura,Correctivo,METR ORAS,,C320,,0.0
100004432,04/09/2025,Compresor dañado,60003163.0,Frigoristas,Correctivo,METR ORAS,,C200,Vitrina refrigeracion N°03,0.0
100004441,05/09/2025,lampara sala de procesos quemada,,Electromecanico,Correctivo,MEAB,,C290,,0.0
100004442,05/09/2025,Revision aire acondicionado,60003201.0,Frigoristas,Correctivo,MECE ORAS,08/09/2025,A280,Aire acondicionado msplit - casette N°02,0.0
100004446,05/09/2025,REPARACION MESA CARNES,,Frigoristas,Correctivo,METR,,C340,Vitrina refrigeracion N°04,0.0
100004449,05/09/2025,Conectar empacadora al vacio,60003197.0,Electromecanico,Correctivo,MECE ORAS,08/09/2025,C120,,0.0
100004459,05/09/2025,PINTURA OFICINAS GTH,60003231.0,Infraestructura,Correctivo,MECE ORAS,09/09/2025,A300,,0.0
100004460,05/09/2025,Revision de olores baños financiera,,Infraestructura,Correctivo,MEAB,,A290,,0.0
100004461,05/09/2025,Camara PV Soledad Caida,,Electromecanico,Correctivo,MEAB,,C320,CAM PV-SOLE_Mostrador 1,0.0
100004462,05/09/2025,Camara PV Envigado - Parrilla,,Electromecanico,Correctivo,MEAB,,C160,CAM PV-ENV_Bascula,0.0
100004463,05/09/2025,Cama PV Sincelejo - Intermitencia,,Electromecanico,Correctivo,MEAB,,C290,CAM PV-SIN_Bascula,0.0
100004464,05/09/2025,CAMARA PV LA DORADA,,Electromecanico,Correctivo,MEAB,,C330,CAM PV-LDOR_Bascula,0.0
100004465,05/09/2025,Camara PV Tulua,,Electromecanico,Correctivo,MEAB,,C380,CAM PV-TUL_Bascula,0.0
100004466,05/09/2025,CAMARA PV CEJA Zona_lCliente,,Electromecanico,Correctivo,MEAB,,C240,CAM PV-CEJA_Bascula Piso,0.0
100004467,05/09/2025,Camaras Edificio Prado,,Electromecanico,Correctivo,MEAB,,A280,CAM OFI Adm_Acceso Principal,0.0
100004468,05/09/2025,camara PV Aparta Parrilla,,Electromecanico,Correctivo,MEAB,,C250,CAM PV-APTD-Parrilla,0.0
100004473,06/09/2025,SIERRA ELECTRICA,60003198.0,Electromecanico,Correctivo,MECE ORAS,08/09/2025,C170,Sierra sin fin,0.0
100004475,06/09/2025,Reparacion bisagra  puerta principal,60003210.0,Infraestructura,Correctivo,MECE ORAS,08/09/2025,C300,,0.0
100004477,06/09/2025,Bascula de piso se daño,60003195.0,Metrologia,Correctivo,METR ORAS,,C190,Bascula plataforma,0.0
100004480,07/09/2025,daño en cava de congelacion,,Frigoristas,Correctivo,MEAB,,C300,Evaporador cava congelacion N°01,0.0
100004492,08/09/2025,sierra sinfin mal estado,60003224.0,Electromecanico,Correctivo,METR ORAS,,C210,Sierra sin fin,0.0
100004496,08/09/2025,VITRINA CONGELACION # 2,60003205.0,Frigoristas,Correctivo,METR ORAS,,C470,Vitrina congelacion N°02,0.0
100004497,08/09/2025,VITRINA CONGELACION # 1,60003206.0,Frigoristas,Correctivo,METR ORAS,,C470,Vitrina congelacion N°01,0.0
100004499,08/09/2025,Fuga de agua en tuberia de cuarto emplea,60003207.0,Infraestructura,Correctivo,METR ORAS,,C210,,0.0
100004500,08/09/2025,freidora no enciende,60003204.0,Electromecanico,Correctivo,METR ORAS,,C410,Freidora a gas N°01,0.0
100004504,08/09/2025,revision de neveras,,Frigoristas,Correctivo,MEAB,,C410,Nevera vertical refrigeracion N°01,0.0
100004505,08/09/2025,DAÑO CANAL PERGOLA PARRILLA,60003246.0,Infraestructura,Correctivo,METR ORAS,,C310,,0.0
100004506,08/09/2025,Toberia taqueada,,Frigoristas,Correctivo,MECE,09/09/2025,C200,,0.0
100004507,08/09/2025,LLAVE DE AGUA DEL CUARTO DE ASEO,60003260.0,Infraestructura,Correctivo,MECE ORAS,10/09/2025,C310,,0.0
100004508,08/09/2025,CAMBIO CANCAMOS PARA COLGAR TABLAS,60003261.0,Infraestructura,Correctivo,METR ORAS,,C310,,0.0
100004512,08/09/2025,sierra dañada,,Electromecanico,Correctivo,MEAB,,C290,Sierra sin fin,0.0
100004514,08/09/2025,Luces dañadas comedor personal,,Electromecanico,Correctivo,MEAB,,C260,,0.0
100004515,08/09/2025,Luces pergola dañada,,Electromecanico,Correctivo,MEAB,,C260,,0.0
100004516,08/09/2025,Cava de congelacion votando agua,,Frigoristas,Correctivo,MEAB,,C260,Evaporador cava congelacion N°01,0.0
100004517,08/09/2025,Luz vitrina carnes dañada,,Frigoristas,Correctivo,MEAB,,C260,Vitrina refrigeracion N°02,0.0
100004518,08/09/2025,Cambio de ubicacion caja fuerte,,Electromecanico,Correctivo,MEAB,,C260,Electrodomesticos menores,0.0
100004519,08/09/2025,Llantas de carros de canastas dañados,,Infraestructura,Correctivo,MEAB,,C260,,0.0
100004520,08/09/2025,Arreglo de malla puerta de patio,,Infraestructura,Correctivo,MEAB,,C260,,0.0
100004522,08/09/2025,arreglo cielo razo sala de clientes,,Infraestructura,Correctivo,MEAB,,C260,,0.0
100004524,08/09/2025,Arreglo pasadores del porton del garaje,,Infraestructura,Correctivo,MEAB,,C260,,0.0
100004525,08/09/2025,Arreglo de pantalla de la bascula master,,Metrologia,Correctivo,MEAB,,C260,Balanza colgante N°06,0.0
100004527,08/09/2025,Cielo razo apartamento con humedad,,Infraestructura,Correctivo,MEAB,,A160,,0.0
100004529,08/09/2025,VITRINA NO ENCIENDE,60003225.0,Frigoristas,Correctivo,METR ORAS,,C170,Vitrina refrigeracion N°02,0.0
100004531,08/09/2025,solicitud cambio de la estructura bascu,,Metrologia,Correctivo,MEAB,,C280,Bascula plataforma,0.0
100004532,08/09/2025,manija de tapa de freidora safada,,Electromecanico,Correctivo,MEAB,,C280,Freidora electrica N°02,0.0
100004541,08/09/2025,MANTENIMIENTO SIERRA,,Electromecanico,Correctivo,METR,,C170,Sierra sin fin,0.0
100004548,09/09/2025,ESTUFA PARRILLA FUERA DE SERVICIO,,Electromecanico,Correctivo,METR,,C340,Fogon a gas N°01,0.0
100004558,09/09/2025,PAREDES SOPLADAS Y CUARTEADAS,,Infraestructura,Correctivo,METR,,C340,,0.0
100004570,09/09/2025,DETRIORO ARCHIVADOR OFICINA,,Infraestructura,Correctivo,MECE,10/09/2025,C310,,0.0
100004597,10/09/2025,Vitrina congelacion,,Frigoristas,Correctivo,METR,,C320,Vitrina congelacion N°01,0.0
100004599,10/09/2025,Revisión Vinipeladora,,Infraestructura,Correctivo,MEAB,,A400,,0.0
100004601,10/09/2025,PUERTA ACCESO PUBLICO,,Electromecanico,Correctivo,METR,,C320,Puerta automatica N°01,0.0
400000001,01/04/2025,Fabricacion de portacuchillos,,Infraestructura,Fabricacion,AUTO MECE,29/07/2025,C340,,0.0
400000002,01/04/2025,Fabricación e instalación de perchero,,Infraestructura,Fabricacion,AUTO MECE,29/07/2025,C200,,0.0
400000004,01/04/2025,Fabricacion de ganchera,,Infraestructura,Fabricacion,AUTO MECE,29/07/2025,C210,,0.0
400000005,01/04/2025,Fabricacion de soporte,,Infraestructura,Fabricacion,AUTO MECE,29/07/2025,C190,,0.0
400000006,01/04/2025,Fabricación estanterías porci talleres,,Infraestructura,Fabricacion,AUTO MECE,29/07/2025,A400,,0.0
400000086,01/08/2025,Fabricacion Carrito Transport pv bello,60002660.0,Infraestructura,Fabricacion,AUOK EMDA METR ORAS,,C220,,0.0
400000089,04/08/2025,Solic fabricacion estanterias pv Sabanet,,Infraestructura,Fabricacion,AUTO EMDA MDIF,,C120,,0.0
400000092,13/08/2025,Portacuchillos,,Infraestructura,Fabricacion,AUTO MECE,13/08/2025,C240,,0.0
400000093,13/08/2025,Botero,,Infraestructura,Fabricacion,AUTO EMDA MDIF,,C240,,0.0
430000001,21/04/2025,daño en muebles,,Infraestructura,Instalacion,MECE,02/05/2025,C410,,0.0
430000002,21/04/2025,tanque de agua dañado,,Infraestructura,Instalacion,MECE,02/05/2025,C410,,0.0
430000004,24/04/2025,tranpa obstruida,,Infraestructura,Instalacion,MECE,05/05/2025,C410,,0.0
430000005,30/04/2025,Reparacion teclado de balanza,60000389.0,Metrologia,Instalacion,MECE ORAS,07/05/2025,C140,Balanza colgante N°02,0.0
430000006,13/05/2025,Cava de congelacion en mal estado,,Infraestructura,Instalacion,MECE,21/05/2025,C220,,0.0
430000010,30/05/2025,cierre dañada,,Infraestructura,Instalacion,MECE,07/06/2025,C290,Sierra sin fin,0.0
430000011,30/05/2025,Carrito de descargue dañado,60001073.0,Infraestructura,Instalacion,MECE ORAS,11/06/2025,C290,,0.0
430000012,01/06/2025,nevera congelacion charcuteria dañada,60001019.0,Frigoristas,Instalacion,MECE ORAS,04/06/2025,C290,Vitrina congelacion N°01,0.0
430000016,04/06/2025,Intalar toma regulado,,Infraestructura,Instalacion,MECE,07/06/2025,A290,,0.0
430000017,12/06/2025,Camara sistemas sin visual,,Electromecanico,Instalacion,MEAB,,A290,,0.0
430000018,15/06/2025,Sonido extraño en equipo UPS,,Infraestructura,Instalacion,MECE,16/06/2025,C170,,0.0
430000022,21/06/2025,Camara entrada pv cali sin visual,60001798.0,Electromecanico,Instalacion,MECE ORAS,04/08/2025,C400,CAM PV-CALI-Entrada,0.0
430000031,01/07/2025,Revision de camara Brink,60001726.0,Electromecanico,Instalacion,MECE ORAS,14/08/2025,C290,CAM PV-SIN_Caja Brinks,0.0
430000040,15/07/2025,Camara caja 1 palmira sin visual,,Electromecanico,Instalacion,MECE,17/07/2025,C390,CAM PV-PALM_Administracion,0.0
460000227,19/06/2025,INSTALACION DE EMPUJADOR PARA SIERRA,,Electromecanico,Correctivo,MECE,21/06/2025,C100,Sierra sin fin,0.0
460000323,17/07/2025,Prestamo personal obra PP Mayorista,60002020.0,Infraestructura,Correctivo,MECE ORAS,04/08/2025,C440,,0.0
460000402,19/08/2025,Instalación de Trampa de Grasa,60002774.0,Infraestructura,Correctivo,MECE ORAS,25/08/2025,C400,,0.0
460000420,23/08/2025,Cambio de Medidor P.v Cali,,Electromecanico,Correctivo,MEAB,,C400,,0.0
